CustomerID,Response
637,Walmart+
391,Walmart+
487,Walmart+
18,AmznPrime
348,Both Or None
1561,Both Or None
2047,AmznPrime
597,AmznPrime
1959,Both Or None
1817,Both Or None
210,Both Or None
315,Both Or None
1651,Both Or None
2043,Both Or None
1700,AmznPrime
1531,Both Or None
493,Walmart+
688,Both Or None
71,AmznPrime
134,Both Or None
151,Walmart+
1186,AmznPrime
606,Walmart+
1882,AmznPrime
1837,Both Or None
432,Both Or None
694,AmznPrime
1751,Both Or None
1947,Both Or None
1046,Both Or None
307,Walmart+
572,Walmart+
1353,Walmart+
716,AmznPrime
1715,Walmart+
985,AmznPrime
390,Both Or None
2044,Both Or None
1338,AmznPrime
1622,Both Or None
949,Both Or None
699,Both Or None
2226,Both Or None
513,Both Or None
834,Both Or None
463,AmznPrime
1287,Walmart+
2127,AmznPrime
251,Walmart+
1863,Both Or None
2085,Both Or None
132,Both Or None
413,Both Or None
627,Both Or None
1567,Both Or None
1555,Walmart+
152,Both Or None
476,Walmart+
1915,AmznPrime
899,Both Or None
818,Walmart+
1280,Both Or None
1318,AmznPrime
195,Both Or None
1346,Both Or None
175,Walmart+
250,Both Or None
1902,Both Or None
81,Both Or None
2040,Both Or None
1299,Both Or None
359,Both Or None
1158,Walmart+
1307,Both Or None
21,Both Or None
304,Walmart+
12,Both Or None
1227,Both Or None
1999,Walmart+
119,Both Or None
962,Both Or None
2042,Both Or None
495,Both Or None
2106,Both Or None
926,Both Or None
936,Walmart+
1403,Walmart+
384,AmznPrime
1883,Walmart+
220,Walmart+
1602,Walmart+
1847,Both Or None
388,Walmart+
1784,Walmart+
1747,Walmart+
472,AmznPrime
898,Both Or None
1949,AmznPrime
548,AmznPrime
1579,Walmart+
291,Walmart+
1924,Both Or None
2093,Walmart+
1082,Walmart+
609,Walmart+
1176,AmznPrime
1425,Walmart+
2130,Both Or None
82,Both Or None
1911,Both Or None
765,AmznPrime
2114,AmznPrime
550,Both Or None
1142,Both Or None
42,Both Or None
695,Walmart+
839,Both Or None
1035,AmznPrime
1294,Walmart+
75,Both Or None
1177,Walmart+
2032,Walmart+
754,Both Or None
2094,Both Or None
1696,Both Or None
87,Both Or None
2016,AmznPrime
830,Walmart+
1822,Walmart+
1127,Both Or None
1393,Both Or None
1671,Both Or None
288,Both Or None
901,Both Or None
944,Walmart+
1570,Both Or None
1409,Both Or None
1796,Walmart+
1598,Both Or None
230,Walmart+
946,Both Or None
650,Walmart+
2091,Both Or None
1152,Both Or None
378,Walmart+
106,Both Or None
1004,Both Or None
94,Walmart+
652,AmznPrime
1690,Walmart+
1125,Both Or None
506,Both Or None
827,Both Or None
1011,Walmart+
2216,Walmart+
2170,Walmart+
568,Both Or None
2087,Both Or None
1766,AmznPrime
1282,Both Or None
859,Both Or None
538,Walmart+
1253,Both Or None
1062,Both Or None
1618,Walmart+
1446,Walmart+
1685,Walmart+
1610,Walmart+
1659,AmznPrime
875,Both Or None
62,Walmart+
429,Both Or None
51,Walmart+
1229,Both Or None
1512,Walmart+
1829,Walmart+
743,Both Or None
845,Walmart+
1653,Both Or None
1813,Both Or None
667,AmznPrime
385,Both Or None
2019,Walmart+
1056,Both Or None
1401,Both Or None
598,Both Or None
1632,Walmart+
737,Both Or None
1954,AmznPrime
2054,Both Or None
1639,Both Or None
1807,Walmart+
1034,AmznPrime
1086,Both Or None
732,AmznPrime
927,Walmart+
397,Both Or None
1148,Both Or None
421,Walmart+
1419,Both Or None
120,Both Or None
1414,Walmart+
1150,AmznPrime
958,Both Or None
813,Walmart+
1426,Both Or None
2103,Both Or None
1480,Both Or None
767,Both Or None
1718,Both Or None
1384,AmznPrime
1201,Walmart+
1919,AmznPrime
2045,Both Or None
852,Walmart+
1139,Both Or None
154,AmznPrime
1891,Walmart+
906,Walmart+
1023,AmznPrime
194,Walmart+
1554,Both Or None
647,AmznPrime
29,Walmart+
1238,Both Or None
2081,AmznPrime
562,Both Or None
118,Walmart+
1451,Both Or None
187,AmznPrime
1703,Walmart+
1977,Both Or None
823,Both Or None
1089,Walmart+
511,Both Or None
1048,Both Or None
1699,AmznPrime
913,Walmart+
1940,Both Or None
983,Walmart+
1795,Both Or None
253,Walmart+
2199,Both Or None
2215,Walmart+
1487,Both Or None
1164,Walmart+
1548,Walmart+
2112,Both Or None
99,Both Or None
70,Walmart+
2118,Walmart+
2015,Both Or None
1212,AmznPrime
428,Walmart+
547,Walmart+
1305,Both Or None
611,Walmart+
615,AmznPrime
2178,Both Or None
861,Both Or None
2171,Both Or None
1408,Both Or None
1995,Both Or None
1370,Both Or None
2141,Both Or None
1628,Walmart+
624,Both Or None
1000,Both Or None
329,Walmart+
1375,Both Or None
1362,Walmart+
2125,Walmart+
480,AmznPrime
257,Both Or None
883,Both Or None
1423,Walmart+
959,Walmart+
770,Both Or None
1395,Walmart+
588,Walmart+
232,AmznPrime
1285,Both Or None
2161,Both Or None
880,AmznPrime
2065,Both Or None
971,Walmart+
1315,Both Or None
742,AmznPrime
126,Both Or None
1968,AmznPrime
1061,AmznPrime
921,AmznPrime
1734,Both Or None
276,Both Or None
1545,AmznPrime
1835,Walmart+
569,Both Or None
176,Both Or None
350,Walmart+
580,Both Or None
356,Both Or None
167,Walmart+
1544,Both Or None
829,Both Or None
248,Both Or None
2188,Both Or None
866,Walmart+
2153,Both Or None
796,Both Or None
1626,AmznPrime
2209,Both Or None
1530,Walmart+
539,Both Or None
1805,AmznPrime
1208,AmznPrime
79,Both Or None
1252,Walmart+
2160,Walmart+
2096,Walmart+
1613,Both Or None
948,Walmart+
2031,Both Or None
150,AmznPrime
1440,Walmart+
1277,Both Or None
881,AmznPrime
64,Walmart+
2120,Both Or None
403,AmznPrime
1780,Both Or None
2165,AmznPrime
313,Walmart+
1124,Both Or None
1630,Both Or None
987,Both Or None
2174,Both Or None
1434,Both Or None
375,Walmart+
437,Both Or None
2227,Both Or None
703,AmznPrime
236,AmznPrime
527,Both Or None
789,Both Or None
1910,Both Or None
129,AmznPrime
1856,AmznPrime
1971,AmznPrime
497,Walmart+
994,Walmart+
271,Walmart+
399,Walmart+
1198,Walmart+
1985,Both Or None
1961,Both Or None
48,Walmart+
2135,Walmart+
814,Walmart+
1093,Walmart+
2137,Both Or None
1181,Walmart+
1345,Both Or None
168,AmznPrime
714,Walmart+
1753,Walmart+
235,Both Or None
2034,AmznPrime
1134,Walmart+
372,Both Or None
1182,Walmart+
728,Both Or None
1794,AmznPrime
454,Both Or None
942,Walmart+
1200,Both Or None
138,Walmart+
1689,Walmart+
109,Both Or None
1557,Both Or None
1850,Walmart+
1574,AmznPrime
2028,Both Or None
734,AmznPrime
238,Walmart+
797,AmznPrime
339,Both Or None
337,Both Or None
1627,Walmart+
1317,Both Or None
1088,AmznPrime
457,Both Or None
1083,Both Or None
1652,Both Or None
1559,Walmart+
620,Both Or None
2198,Walmart+
712,Both Or None
57,Both Or None
366,Both Or None
374,AmznPrime
2036,Walmart+
1743,Walmart+
1492,Walmart+
1672,AmznPrime
541,Both Or None
1733,Walmart+
1865,Both Or None
311,Walmart+
1418,Both Or None
1840,Both Or None
206,Walmart+
1085,Walmart+
1278,AmznPrime
663,Walmart+
2166,AmznPrime
794,Both Or None
1948,Walmart+
1327,Both Or None
542,Both Or None
240,AmznPrime
1245,Both Or None
1406,Both Or None
1523,AmznPrime
1490,Both Or None
1539,Walmart+
911,Walmart+
1770,AmznPrime
365,AmznPrime
1137,Walmart+
139,Walmart+
1037,AmznPrime
1445,Both Or None
711,Both Or None
521,Both Or None
1220,Walmart+
1549,AmznPrime
1522,AmznPrime
1508,Both Or None
979,Both Or None
52,AmznPrime
2011,Both Or None
441,Walmart+
2053,Walmart+
1938,Both Or None
1104,AmznPrime
110,Both Or None
2124,Walmart+
216,Walmart+
1236,AmznPrime
1045,AmznPrime
1031,Both Or None
1615,Walmart+
1586,Both Or None
1888,Both Or None
1592,Both Or None
1153,Both Or None
1102,AmznPrime
760,Both Or None
63,Walmart+
1725,Walmart+
2156,AmznPrime
713,Walmart+
328,Both Or None
1003,AmznPrime
1513,Both Or None
515,Walmart+
1239,Both Or None
2038,Both Or None
262,Walmart+
1783,Both Or None
171,Both Or None
1339,Both Or None
654,Walmart+
320,AmznPrime
1117,Walmart+
940,Both Or None
10,AmznPrime
1498,Both Or None
583,Both Or None
1932,AmznPrime
648,Walmart+
1499,AmznPrime
1851,Both Or None
27,Walmart+
2075,AmznPrime
177,Walmart+
824,Both Or None
1750,AmznPrime
565,Both Or None
1354,Both Or None
2193,Both Or None
1141,Walmart+
198,Both Or None
2077,Walmart+
1631,AmznPrime
1810,Both Or None
1738,Walmart+
1075,AmznPrime
908,Walmart+
1387,Both Or None
1486,Walmart+
345,Both Or None
300,AmznPrime
1867,AmznPrime
837,Both Or None
444,Walmart+
411,AmznPrime
775,AmznPrime
1778,Both Or None
1478,AmznPrime
660,AmznPrime
1169,Walmart+
882,Both Or None
865,AmznPrime
2180,AmznPrime
270,Both Or None
632,Walmart+
566,AmznPrime
1133,Both Or None
1179,Both Or None
534,Walmart+
1719,Walmart+
1094,Both Or None
448,Walmart+
17,AmznPrime
1421,Both Or None
1325,Walmart+
243,Both Or None
1340,Both Or None
1405,Both Or None
2204,Both Or None
1662,Walmart+
169,Both Or None
1804,Walmart+
297,Walmart+
1288,Walmart+
2006,AmznPrime
392,AmznPrime
1809,Both Or None
1957,Walmart+
1069,Walmart+
163,Walmart+
181,Both Or None
1744,Both Or None
479,Both Or None
1845,Both Or None
1756,Both Or None
543,AmznPrime
1256,Both Or None
1514,Both Or None
982,Walmart+
1081,Both Or None
1033,Walmart+
1982,AmznPrime
904,AmznPrime
1009,AmznPrime
1792,Both Or None
229,Both Or None
1661,AmznPrime
28,AmznPrime
675,AmznPrime
1116,Both Or None
458,Walmart+
1151,Both Or None
753,Both Or None
1411,Both Or None
208,Both Or None
1193,AmznPrime
773,Both Or None
1607,AmznPrime
380,Walmart+
407,Both Or None
226,Both Or None
1433,Both Or None
1843,Walmart+
2064,AmznPrime
